id,status_group
58859,functional
39529,functional
27294,functional
33250,functional
36057,non functional
10031,non functional
2151,functional
552,functional needs repair
61887,non functional
31335,non functional
8617,functional
46760,non functional
26805,functional
67486,non functional
45591,functional needs repair
47694,functional
21355,functional needs repair
31189,non functional
38432,functional
43462,functional
36894,functional needs repair
61686,non functional
54784,functional needs repair
53768,functional needs repair
33461,functional
68492,functional
18401,functional needs repair
42483,non functional
7955,non functional
71365,functional needs repair
33389,functional
26479,functional
28333,non functional
60249,non functional
8138,non functional
18306,non functional
62623,non functional
70923,functional needs repair
32198,functional
15752,functional
42530,functional
72147,non functional
16153,functional needs repair
56416,non functional
32792,functional
3670,functional needs repair
43650,non functional
49763,non functional
3778,non functional
69500,functional
72245,functional
62028,functional
36924,functional
64979,functional needs repair
40626,non functional
71906,functional needs repair
27998,functional
47988,functional
32027,functional
51245,functional
38203,functional needs repair
34442,non functional
70011,non functional
24399,non functional
3942,non functional
34602,non functional
58605,functional needs repair
3742,non functional
5186,non functional
18632,functional
73753,non functional
3227,functional needs repair
58525,functional needs repair
11918,functional
25996,functional
50926,functional
25228,functional needs repair
24064,non functional
22168,non functional
47754,functional
21654,non functional
19626,functional
20166,functional
11838,non functional
7250,functional
68797,functional needs repair
54602,functional
21047,functional
41101,functional
29037,non functional
36857,functional
47853,non functional
4927,functional
389,functional
62303,non functional
43383,non functional
30752,non functional
3925,functional
51957,functional
45104,non functional
61591,functional
8351,functional needs repair
5572,non functional
21826,functional
10314,non functional
47519,functional
57157,non functional
7546,functional
72498,functional
8864,functional
34537,functional
59266,non functional
8796,non functional
27254,non functional
12933,functional
2882,functional needs repair
23001,functional
4779,non functional
32891,non functional
43294,non functional
13902,functional needs repair
563,functional
49047,functional
69035,functional
12080,functional needs repair
10963,non functional
45499,non functional
53809,non functional
5382,non functional
27556,functional
73572,non functional
9125,non functional
1049,non functional
52787,functional needs repair
70961,functional needs repair
64603,functional
38332,functional
29099,functional
217,non functional
21899,non functional
2869,non functional
67871,non functional
51288,non functional
38923,non functional
56426,non functional
4167,non functional
60839,non functional
55835,functional needs repair
67421,functional
34155,non functional
28227,non functional
42874,functional
18052,non functional
40309,non functional
41812,non functional
30087,functional needs repair
42079,non functional
11417,functional
62282,non functional
40435,non functional
41614,non functional
36828,functional
68891,functional
18652,functional
56310,non functional
54428,non functional
18151,functional
52518,non functional
3313,functional
66690,functional needs repair
2382,functional
50611,non functional
5620,non functional
45633,functional
56962,functional needs repair
30501,functional
56112,functional
1024,functional needs repair
14503,functional
58854,non functional
621,functional
43715,functional
44491,functional
45159,non functional
16346,functional
9097,functional
24390,non functional
37206,functional
55932,functional
31489,functional needs repair
24085,non functional
27502,functional
38662,non functional
68248,functional needs repair
26736,functional
62767,functional needs repair
29238,non functional
8312,functional
73263,non functional
22628,functional
47457,functional
61836,non functional
62960,functional needs repair
74241,functional
65346,functional needs repair
30125,functional
18470,functional needs repair
1745,non functional
17578,non functional
4843,functional
68578,functional
60536,functional needs repair
69942,functional
18643,functional
23359,non functional
61625,non functional
61553,non functional
4682,functional
29748,functional
51741,non functional
73921,functional
9883,non functional
3145,functional
43936,non functional
54231,functional
47322,non functional
1869,functional
57437,non functional
67493,functional
58194,functional
10626,functional
45361,non functional
31200,functional needs repair
21571,functional needs repair
52224,non functional
29094,functional needs repair
29447,functional
10172,functional
48203,functional
56867,non functional
72249,non functional
23092,non functional
10492,functional
26995,non functional
33481,non functional
68763,functional
37599,non functional
24662,non functional
6090,functional
22924,non functional
24833,functional needs repair
27684,non functional
24134,functional needs repair
68397,non functional
46432,non functional
53687,functional
64324,functional needs repair
39881,functional
19067,functional
37165,non functional
5608,non functional
37930,functional
53902,functional needs repair
63242,functional
60228,functional needs repair
10483,functional needs repair
33174,functional
56544,functional
40995,functional needs repair
16348,functional needs repair
65937,functional
47466,non functional
15020,non functional
64135,non functional
35710,non functional
67569,functional
3000,functional needs repair
30153,non functional
40291,non functional
53063,non functional
20855,functional
42569,non functional
7422,functional
38147,functional
66433,non functional
33962,functional needs repair
5157,functional needs repair
15146,functional
41321,functional needs repair
35584,functional needs repair
61931,non functional
8313,functional
3745,non functional
21322,functional
53245,functional
42042,functional
19198,non functional
14382,functional
17990,non functional
26047,functional
54779,functional
23301,functional
55632,functional
22508,functional needs repair
70661,functional needs repair
26086,functional
62791,non functional
11674,functional
41721,non functional
29882,functional needs repair
6597,functional
15140,non functional
40153,functional
47738,functional
48275,functional
45330,functional
36289,functional
65396,functional
17847,non functional
51259,non functional
12671,functional
35608,functional
6719,functional
54606,non functional
52004,non functional
20873,functional needs repair
41885,non functional
50368,functional
6540,functional needs repair
28349,non functional
15601,functional
11778,non functional
71241,functional needs repair
4589,functional
40817,non functional
27341,functional needs repair
63749,functional needs repair
43960,non functional
4401,non functional
2941,non functional
9834,non functional
71721,non functional
57878,non functional
24689,functional needs repair
59358,functional
7114,non functional
34705,functional
7346,functional
45972,non functional
15874,non functional
70535,functional
70688,functional needs repair
19184,functional needs repair
11347,functional
27858,functional needs repair
60065,non functional
7353,non functional
48261,non functional
6107,non functional
51466,non functional
54716,non functional
12229,non functional
41159,non functional
2831,functional needs repair
68502,functional
12026,functional
20464,functional
22839,functional
34558,functional
70568,functional
6885,non functional
50946,non functional
21456,non functional
14958,non functional
40355,functional
21618,non functional
69047,functional
55275,non functional
72033,non functional
68560,functional needs repair
54696,functional
33914,functional
67916,functional
8162,functional
7001,functional
14856,functional
45848,functional
57430,non functional
20057,functional
8402,non functional
743,functional needs repair
62335,functional
41455,functional needs repair
56709,non functional
20439,functional
47955,functional
5281,functional
70268,non functional
68550,functional
67128,functional
23921,functional
66795,functional
51302,non functional
42470,functional needs repair
66630,functional
27482,non functional
31101,functional
56240,functional
10852,functional
66676,functional
7425,functional needs repair
12518,non functional
15205,functional
27871,functional
27842,functional needs repair
16591,functional
47005,functional
3466,functional
34734,non functional
11786,functional
62938,functional
52715,non functional
28624,functional
51523,functional
55155,functional
61763,functional
14357,functional needs repair
14431,functional needs repair
40579,non functional
23798,non functional
41318,non functional
32274,non functional
66254,functional
18216,functional needs repair
21020,non functional
21369,non functional
49931,functional
1020,non functional
14472,functional
42357,non functional
11680,non functional
9140,functional
12479,functional
48420,functional
61080,non functional
28641,non functional
21741,non functional
57250,non functional
32368,functional
61651,non functional
46543,functional
20527,functional
32379,functional
67402,non functional
68669,functional
14537,functional needs repair
19512,functional needs repair
39821,functional
68286,non functional
70053,non functional
29474,non functional
54475,functional needs repair
8783,functional
37295,functional
15136,non functional
15784,functional
69288,functional
71760,functional
30980,non functional
31139,functional
8238,non functional
28368,functional
46587,non functional
35443,non functional
61593,non functional
45596,non functional
70470,functional
21361,functional
54082,functional
7927,non functional
70259,non functional
64290,non functional
31030,functional
41893,functional needs repair
30278,functional
35328,functional
40860,non functional
7588,functional needs repair
33642,functional needs repair
64853,functional
71595,non functional
36729,non functional
22195,functional
56211,non functional
70074,functional
1826,functional
53284,non functional
68837,functional
65650,non functional
9261,functional
15321,non functional
59398,functional
63740,functional
9045,functional
36222,functional
9432,functional needs repair
11205,functional
6645,non functional
27873,functional
38255,non functional
1131,functional
35413,non functional
47597,non functional
32749,functional needs repair
7762,functional
62124,non functional
13990,functional needs repair
19364,functional
64606,non functional
407,functional
2255,functional
18300,non functional
13361,functional needs repair
38375,functional
1372,functional needs repair
30255,functional
33602,non functional
28895,non functional
74092,non functional
38318,functional
55149,functional
35546,non functional
16340,functional needs repair
18981,functional
63164,functional
49943,non functional
10413,functional
6608,non functional
52848,functional
6819,functional
36003,non functional
32453,functional needs repair
59909,functional
45768,functional
19891,functional needs repair
41497,functional
35469,functional needs repair
32890,non functional
56303,non functional
47352,non functional
23663,functional
15906,non functional
59434,non functional
68087,functional needs repair
32344,functional
67015,non functional
1589,non functional
34091,functional
5526,functional
69400,functional
10539,non functional
70066,functional
44767,functional
27875,non functional
32267,functional
62482,non functional
64827,non functional
62456,non functional
18979,functional
45976,functional
60055,functional
61337,non functional
2758,non functional
16172,functional
19503,non functional
40722,non functional
3424,functional
949,non functional
39896,non functional
60638,functional
71659,functional needs repair
61973,non functional
18291,functional
74234,non functional
755,non functional
56245,non functional
52684,non functional
48339,functional
35290,functional needs repair
68882,functional
41819,functional
35246,non functional
24939,non functional
43599,functional needs repair
63218,functional
46983,non functional
6745,functional
48381,functional
59523,functional
46352,functional
11650,functional
34053,non functional
57123,non functional
27270,non functional
64323,non functional
37310,non functional
54712,functional
29677,non functional
62928,functional
51027,non functional
29902,functional
19377,non functional
13604,functional
33537,non functional
51044,functional
33854,functional
35086,functional
31927,functional
12477,functional
17951,functional
1540,non functional
37214,non functional
19726,non functional
63957,non functional
71796,non functional
51198,non functional
18144,functional
38915,functional
60463,non functional
18628,non functional
6395,functional
41532,non functional
5706,non functional
25730,functional
43039,functional
13118,functional
65907,non functional
33536,functional
2741,functional
25478,functional
4893,non functional
49600,non functional
44734,functional
16572,functional
60201,non functional
10792,functional
12124,non functional
55179,non functional
29965,non functional
22251,non functional
3221,functional
6276,functional
23597,functional needs repair
28292,functional
29417,functional
21680,functional
64540,non functional
23272,functional
16522,functional
31337,functional needs repair
63547,functional
18607,functional
14721,functional needs repair
38671,non functional
31569,functional needs repair
50559,non functional
20548,non functional
62680,non functional
3157,non functional
69499,functional
61489,functional
47777,functional
23762,non functional
29739,functional needs repair
63042,functional
611,non functional
49530,functional
34608,functional
37292,non functional
70216,non functional
27932,functional
16471,functional
67952,non functional
32739,functional
51282,functional
59070,functional
34332,non functional
27178,functional
56188,functional
43116,non functional
6491,non functional
73429,functional
13802,functional
24927,functional
23180,functional
9877,functional
23343,non functional
11737,functional
6687,non functional
42794,non functional
62820,non functional
65206,non functional
57544,functional
12716,non functional
67416,functional
25263,non functional
11286,functional needs repair
19787,functional
3917,functional
57951,functional
39343,functional
64563,functional
58651,functional
44351,non functional
39349,functional
39074,functional
49521,functional
16587,non functional
25949,non functional
39372,functional
19089,functional
67665,functional
57982,functional
24130,non functional
32158,functional
65631,non functional
48335,functional needs repair
13837,non functional
71873,non functional
24730,non functional
9820,non functional
50039,functional
35310,functional needs repair
27305,functional
884,functional
52751,non functional
24975,non functional
63414,non functional
45031,functional needs repair
25010,non functional
7967,non functional
73755,non functional
9827,non functional
23492,functional needs repair
6998,functional
24759,functional
9748,functional
18655,functional needs repair
5109,non functional
7825,functional
39552,functional
53765,functional
16337,functional
11358,functional needs repair
9216,non functional
43778,non functional
16902,non functional
17929,functional
36249,non functional
23309,non functional
74248,functional
19439,non functional
25898,non functional
24986,non functional
57336,functional
4832,functional
38655,functional
58378,functional
66260,functional
67172,functional
19001,functional
54332,non functional
4193,functional
57425,functional needs repair
63728,functional
39524,non functional
23751,non functional
58527,functional
43882,functional
52184,functional
40382,functional
54510,non functional
4342,non functional
273,functional
52945,non functional
67138,functional
23133,functional
59363,non functional
55495,functional
15034,non functional
10924,non functional
29706,functional
9312,functional
6069,functional
26188,non functional
40878,functional
13063,non functional
45773,functional
15947,functional
35612,non functional
23649,non functional
19240,non functional
44496,functional
5712,functional
50983,non functional
61769,functional needs repair
41303,functional
46055,non functional
58101,non functional
67166,non functional
66185,non functional
69637,functional
40731,functional
9018,non functional
23947,non functional
43533,non functional
65063,functional
19559,functional
997,non functional
43558,non functional
53925,non functional
54559,non functional
67967,non functional
24383,non functional
54706,non functional
56522,functional
65880,functional
29592,non functional
11836,functional
71346,functional
61770,functional
26205,functional
64339,non functional
25328,functional
29322,non functional
38187,functional
57299,functional needs repair
55048,non functional
22775,non functional
16734,functional
73924,non functional
13576,functional
10272,functional
67331,functional
31359,non functional
58373,non functional
10034,functional
71848,non functional
23826,functional needs repair
32744,functional needs repair
840,non functional
61653,non functional
58492,non functional
55836,non functional
67474,non functional
33989,functional
73951,functional
3404,functional
59875,non functional
67346,functional
23936,non functional
57758,non functional
12935,non functional
251,functional
21886,functional
28989,non functional
70127,non functional
53062,non functional
30891,functional needs repair
41918,functional
29538,functional
18328,non functional
14412,non functional
11893,non functional
72023,functional
66343,functional
45382,functional
23285,non functional
57381,functional
8369,non functional
66506,non functional
23899,functional
27444,non functional
30988,non functional
61062,functional needs repair
50980,functional needs repair
31529,functional needs repair
44539,functional
47819,non functional
34276,functional
31288,functional
51303,functional
73437,functional
26960,non functional
68632,functional
66792,non functional
39714,functional
52431,functional
72339,functional
46060,non functional
20038,functional
4705,non functional
67912,functional needs repair
11300,non functional
72175,functional needs repair
42554,functional
58123,non functional
26228,functional needs repair
143,functional
63371,functional
64300,functional
31506,functional
54092,non functional
18340,functional needs repair
24853,non functional
40667,functional
60777,non functional
51544,non functional
23956,functional
51949,functional
15018,functional needs repair
23297,functional
25254,functional needs repair
17197,functional
34104,non functional
48087,functional needs repair
58320,functional
73267,non functional
7178,non functional
4655,non functional
57125,non functional
41727,non functional
43747,non functional
29590,non functional
51445,functional needs repair
24095,functional
13053,functional
19393,non functional
11014,functional
60530,functional
16742,functional
868,functional
37318,functional
58406,functional
9653,non functional
45969,non functional
55394,functional needs repair
55438,non functional
27577,functional
66448,non functional
5358,non functional
4917,non functional
38435,functional needs repair
44847,functional
20072,non functional
63901,functional
68694,functional
68379,non functional
65892,functional
51758,functional
10710,functional
6181,non functional
32635,non functional
62802,functional
59997,functional
54943,functional needs repair
3341,non functional
56195,non functional
39420,functional
49133,functional
8246,non functional
29691,non functional
26966,non functional
50023,non functional
54945,functional needs repair
39311,non functional
33712,functional needs repair
47595,non functional
33796,non functional
29442,functional
64886,functional
28219,functional
428,functional
3389,functional
12704,non functional
31516,functional
61603,non functional
16106,functional
30129,non functional
73629,non functional
41192,non functional
61884,non functional
59911,non functional
11365,non functional
10842,functional
66410,non functional
5794,non functional
7030,non functional
61156,non functional
2899,functional
50427,non functional
37335,functional needs repair
58849,non functional
6709,non functional
73342,functional
22016,non functional
41104,non functional
58528,non functional
3382,functional
58786,non functional
37823,functional needs repair
28489,functional
10083,non functional
29265,functional
34180,functional
3981,functional
72834,non functional
69471,non functional
25509,functional
70377,functional needs repair
12042,non functional
17640,non functional
39478,functional needs repair
30666,non functional
1334,functional
41309,functional needs repair
61662,functional
73538,functional
56179,non functional
49459,functional needs repair
40400,non functional
71321,non functional
1933,functional
11588,non functional
7723,functional needs repair
34645,functional
66421,functional
32241,functional
35629,functional needs repair
29833,non functional
36133,functional
68419,functional
62493,functional
33182,functional needs repair
41748,non functional
43826,non functional
28717,non functional
23041,functional
10827,functional
61253,non functional
57576,non functional
45878,functional
49563,non functional
19942,functional
59439,non functional
29832,functional
1506,functional
73427,non functional
20066,non functional
66861,functional
57423,non functional
64571,functional needs repair
37169,functional
208,non functional
60653,non functional
37992,functional
29,non functional
3064,non functional
8913,non functional
68760,functional
19771,non functional
21587,functional
21249,functional
18609,functional
18061,functional
63915,functional needs repair
55956,functional
19951,functional
52334,functional
53044,functional
32658,non functional
50768,functional needs repair
4698,functional needs repair
70504,functional
62900,non functional
61252,non functional
24329,functional
42166,functional needs repair
57842,functional
23626,non functional
11324,functional
453,functional
22711,non functional
38771,non functional
5522,non functional
63290,non functional
53325,non functional
18627,functional
45387,functional
51002,non functional
12017,non functional
60825,non functional
48806,functional
30481,functional needs repair
46281,functional
15315,non functional
33035,functional
6167,non functional
61552,functional
40352,functional
37192,non functional
73888,functional
15771,functional
1065,functional
41090,functional
59355,functional needs repair
40603,functional needs repair
72034,functional
68687,functional
27191,functional
38682,functional
27793,functional
36345,functional
731,non functional
64209,non functional
41965,functional
64891,non functional
55958,functional
35363,functional
32592,functional needs repair
5012,functional needs repair
28270,functional
30227,non functional
42632,functional needs repair
55479,non functional
53427,functional
59914,functional
18309,non functional
4055,non functional
65899,functional
32411,non functional
38077,functional
15620,non functional
7342,functional
13556,functional needs repair
975,functional
28201,functional
35492,non functional
46048,functional
17110,functional needs repair
56296,functional
65226,functional
55386,non functional
54250,functional needs repair
53090,non functional
30328,non functional
19028,non functional
21926,functional
45133,non functional
4855,functional
2832,functional needs repair
56642,functional
12285,functional
7000,functional
49099,functional
72346,functional
47251,functional
39390,functional
16876,non functional
21438,functional
42308,functional
23868,functional
16647,non functional
15275,functional
25082,functional
43571,functional
30303,functional
45726,functional
12453,functional
3047,non functional
54286,non functional
60038,functional needs repair
38503,functional
23564,non functional
23511,non functional
67467,functional
23163,functional
60717,functional needs repair
33412,functional
22811,functional
30771,functional
1923,non functional
17453,functional
4498,non functional
50877,functional
36462,functional needs repair
60303,non functional
62584,functional
17153,non functional
24469,functional
33840,functional
44998,non functional
54694,non functional
64779,non functional
40730,non functional
19182,non functional
12567,non functional
48915,non functional
2039,functional needs repair
55896,functional
20662,functional
70985,functional needs repair
23669,non functional
8449,functional
49106,functional needs repair
51497,functional
15517,functional
43234,functional needs repair
69181,functional
33746,non functional
18642,functional
45027,functional
23403,functional
53897,functional
16125,non functional
1419,non functional
30942,functional
66300,non functional
5529,functional
72022,functional
65202,non functional
74074,functional needs repair
6075,functional
3178,non functional
65151,functional
24829,functional
20716,non functional
43988,functional
32930,functional
72494,non functional
72952,non functional
28180,functional needs repair
66512,non functional
48258,functional
16160,functional needs repair
16022,functional
15662,functional
62551,functional
58577,non functional
53111,functional
69736,functional
7427,non functional
63505,functional
27246,non functional
39240,functional
36078,functional
27600,functional
47259,functional
49176,non functional
15470,functional needs repair
36098,non functional
73544,non functional
14902,functional
49920,functional
26055,non functional
44564,functional
47882,functional
71004,functional
38572,non functional
35471,functional
33244,functional needs repair
62963,non functional
17338,non functional
4814,functional
6505,functional
31999,non functional
40741,functional
70017,functional
4419,functional
64634,functional
57538,functional
63263,functional
66379,functional
63646,functional
57999,non functional
17339,functional
20437,non functional
32647,non functional
44531,functional
36655,non functional
52705,non functional
27883,non functional
56621,functional
60792,non functional
16298,functional
10372,functional needs repair
22346,functional
59691,non functional
38740,functional
303,non functional
73402,non functional
53950,functional needs repair
11216,functional
47505,non functional
17838,non functional
35474,non functional
46381,non functional
60312,non functional
39090,non functional
24742,non functional
11783,non functional
22599,non functional
43931,functional
29020,non functional
64647,non functional
22764,non functional
50133,functional
13498,non functional
40788,functional
61499,non functional
38694,functional needs repair
6140,non functional
66728,non functional
60413,non functional
39963,functional
29797,functional
35041,non functional
73386,functional
44448,functional
50783,non functional
31555,functional
73952,non functional
69355,non functional
19111,functional
635,functional
23883,functional
6690,functional
44274,non functional
25081,functional
20710,functional needs repair
73617,functional needs repair
27937,functional
10108,non functional
5849,functional
7848,non functional
704,functional
40327,functional needs repair
30219,non functional
73638,functional
16688,non functional
14012,non functional
57519,non functional
6771,functional
41671,non functional
58994,functional
58980,functional
4935,functional
29178,functional
9533,functional needs repair
57766,functional
5411,functional
68513,non functional
22622,functional
27092,functional
48553,non functional
24346,functional needs repair
9665,non functional
61540,functional
41357,non functional
42138,functional
23218,non functional
22604,functional
27284,functional
60200,non functional
7573,non functional
59143,non functional
73321,non functional
31590,functional
41036,non functional
2170,non functional
54880,non functional
3605,non functional
65642,non functional
27440,non functional
1099,functional
42148,functional
69024,functional
18824,non functional
21058,functional
43375,non functional
20698,functional
23752,non functional
69014,functional
25154,functional
21604,non functional
1407,functional
12686,functional needs repair
891,functional
30835,functional
27885,non functional
34836,functional
37512,functional
10075,non functional
48483,functional
44347,functional
70829,functional
16391,non functional
21298,functional
4023,functional
72636,non functional
259,functional
4961,functional
65780,non functional
35844,non functional
55882,functional
39765,functional
10301,functional needs repair
8569,functional
52972,non functional
72592,non functional
35207,functional
71608,functional
57197,functional
28513,functional
11477,non functional
36041,non functional
6382,functional
49158,non functional
62048,functional
48467,functional
48565,functional
16775,functional
19897,functional
58138,functional
67366,non functional
50450,functional needs repair
45815,non functional
63874,functional
69159,non functional
4767,functional needs repair
41508,functional
27934,functional
39386,non functional
64159,non functional
31464,functional
4820,non functional
28743,functional
25980,non functional
48551,non functional
73156,functional
27126,non functional
44495,non functional
29884,non functional
49640,functional
16434,non functional
58694,non functional
62064,functional
56502,functional
37379,functional
51880,functional
47791,functional
660,non functional
70015,functional
57769,non functional
10971,non functional
52009,functional
56767,non functional
56285,non functional
3429,functional
46399,non functional
22290,non functional
71086,non functional
31742,functional needs repair
29307,functional
26089,functional
63673,functional needs repair
22169,functional
66731,non functional
69919,functional
66730,functional needs repair
25173,functional needs repair
25004,non functional
9726,non functional
19296,functional needs repair
60261,non functional
9380,non functional
959,non functional
5547,non functional
22945,functional
43757,functional
41580,functional
67957,non functional
10039,functional
45305,non functional
40192,non functional
28030,non functional
38006,non functional
65232,functional
57996,functional needs repair
56370,functional
29050,functional
56820,functional
2709,functional needs repair
2702,functional
67013,non functional
46274,non functional
18369,functional needs repair
163,functional
3018,non functional
32725,non functional
37552,non functional
67863,functional needs repair
36522,non functional
51401,functional
60607,functional
38468,functional
9451,functional needs repair
11514,non functional
57382,functional
8094,non functional
45517,non functional
44945,non functional
42958,functional
6364,non functional
31745,functional
12660,non functional
55609,functional
6609,non functional
9118,functional
19750,non functional
60263,non functional
29368,functional
48179,non functional
913,non functional
21610,non functional
4279,functional
61702,non functional
24295,non functional
31029,functional needs repair
34917,functional
54143,non functional
48165,functional
61165,non functional
3511,non functional
27673,functional
46990,functional needs repair
33691,non functional
51567,functional
43215,functional
26957,functional
33416,functional
55952,functional needs repair
15766,non functional
40855,functional needs repair
27807,non functional
46443,functional needs repair
18208,functional
7068,functional
62712,functional
53375,functional
53895,non functional
5245,non functional
72156,functional
17641,functional
55850,non functional
35754,functional
61865,functional
37403,functional
64752,non functional
56021,functional
65703,functional
1001,non functional
31824,non functional
18836,non functional
3885,functional
14118,functional
20043,non functional
9612,non functional
22011,functional
46128,non functional
60875,functional needs repair
66936,functional
58928,functional
15412,non functional
58470,non functional
14158,functional
71685,non functional
34218,non functional
20975,functional
23201,functional
36029,functional
47768,functional
15811,functional
15696,functional needs repair
26130,functional
66582,functional
57266,non functional
16803,non functional
36212,non functional
67234,non functional
70204,non functional
2576,functional needs repair
47817,non functional
16554,functional
10014,functional needs repair
39649,non functional
21768,non functional
13382,functional needs repair
38340,non functional
54059,non functional
48319,functional
70126,functional
7445,non functional
22399,functional needs repair
48663,functional
62521,non functional
12931,functional
32399,non functional
28936,non functional
69515,functional
42812,functional needs repair
10462,functional
66822,non functional
65092,non functional
10106,functional
31244,non functional
70198,functional needs repair
68129,functional
127,functional needs repair
44277,functional
12395,functional
46254,non functional
65302,functional
29662,functional
37879,functional
65504,functional
8782,non functional
29363,functional
38629,functional needs repair
55273,functional
11060,non functional
29588,non functional
12349,functional
29301,non functional
1867,non functional
1566,functional
24729,non functional
63618,functional
18506,non functional
52835,functional
54804,non functional
5439,functional
42479,non functional
42295,functional
35892,functional
37244,functional
47451,functional
48106,non functional
58363,non functional
43867,functional
19137,non functional
72547,functional
26651,non functional
29690,functional
56624,non functional
28138,non functional
14055,non functional
45586,functional
8651,non functional
6713,functional
42016,functional
8693,non functional
47285,functional
1098,functional needs repair
56061,functional
20581,functional needs repair
40565,non functional
36285,functional needs repair
54774,non functional
68375,non functional
72467,non functional
10343,functional
60133,functional
40840,functional
23350,functional
26480,functional
5532,functional
14605,non functional
36089,functional
13031,functional
33733,functional
63005,non functional
18828,functional
59725,functional needs repair
23138,non functional
72526,functional needs repair
43112,functional
3866,non functional
23155,non functional
8558,non functional
60953,non functional
18884,non functional
35438,functional
56008,non functional
39761,functional needs repair
41981,functional
38576,functional
56871,non functional
917,functional
47737,non functional
69446,functional
2626,non functional
25271,functional
34646,functional
341,functional needs repair
37897,non functional
64538,functional
34348,functional
67426,functional needs repair
53079,functional
12527,functional
55255,functional needs repair
44610,functional
65546,functional needs repair
2260,non functional
5480,non functional
27649,non functional
53468,non functional
497,functional
46354,non functional
38045,functional
29576,functional
5200,non functional
26463,functional
8715,functional
70544,non functional
50219,functional
73092,non functional
30057,functional
27186,functional
29660,functional
52836,non functional
66209,functional
1642,functional needs repair
59679,non functional
24882,functional
63530,non functional
15722,functional
47376,functional needs repair
50807,non functional
73203,non functional
9120,functional needs repair
45680,functional
59738,non functional
21831,non functional
41297,functional
24692,functional needs repair
57243,functional
24782,functional needs repair
50595,functional
19094,functional
48584,non functional
48555,functional
34860,functional needs repair
60788,non functional
52047,non functional
61582,functional
73095,functional needs repair
53019,non functional
9899,functional needs repair
23228,functional needs repair
44329,functional needs repair
8859,functional
18043,non functional
41457,functional needs repair
42227,non functional
40803,functional needs repair
33795,functional
20012,functional
47298,non functional
65384,non functional
19516,functional
6008,functional needs repair
73261,functional
35666,non functional
58088,functional needs repair
24040,non functional
21703,functional
63085,functional
25016,non functional
22902,non functional
58243,functional
66798,functional needs repair
58210,non functional
2527,functional
72877,functional
36503,non functional
57992,non functional
33901,functional
63367,functional
21889,non functional
44714,functional
1648,non functional
69020,functional
61641,non functional
172,non functional
11989,functional
61387,functional
61936,non functional
51263,functional
39424,functional needs repair
44914,functional
40977,functional
73925,functional
50660,functional
952,non functional
61606,non functional
25329,functional
13916,non functional
23504,functional needs repair
53280,functional
51264,non functional
18339,functional
57856,functional needs repair
31074,functional needs repair
21979,non functional
68911,functional needs repair
42445,non functional
3493,functional needs repair
59660,functional
4690,functional
6621,non functional
34656,functional needs repair
51581,non functional
67154,functional
66142,non functional
17049,functional
53488,functional
40701,functional
8543,non functional
63015,functional
38752,functional needs repair
5830,functional
15645,non functional
28181,functional needs repair
51803,functional
32682,functional
73083,non functional
8389,functional
72561,functional
14682,non functional
44125,functional
19755,non functional
18437,non functional
37809,non functional
58896,non functional
56782,functional
22859,functional
5196,non functional
28854,functional
52739,non functional
28266,functional
73472,functional needs repair
21845,functional
35978,functional needs repair
35588,non functional
57591,functional
52983,functional
11561,non functional
29609,functional
17759,functional
73738,non functional
45070,functional
25921,functional needs repair
51424,functional
74056,functional
72373,non functional
45594,functional needs repair
44385,non functional
5349,functional
65856,non functional
56192,functional needs repair
45904,non functional
32231,functional
6177,non functional
2162,functional
61649,functional
21251,functional needs repair
4566,functional needs repair
70553,functional
41190,functional
25938,non functional
27542,functional
27090,functional
56219,functional
73563,functional needs repair
31088,non functional
54004,functional needs repair
70048,functional needs repair
3022,functional
16785,functional
58915,non functional
73166,non functional
44005,functional
60708,non functional
70812,functional needs repair
47488,functional
12013,functional needs repair
1771,functional needs repair
52241,non functional
35609,functional needs repair
36662,non functional
44989,functional
34207,non functional
24623,non functional
47837,non functional
255,functional
4553,functional
50307,non functional
63501,functional
50892,functional needs repair
33346,functional
67287,functional
39253,functional
38883,non functional
56105,functional
11206,non functional
64557,functional
54769,functional needs repair
63431,functional
14352,functional needs repair
6379,non functional
67028,non functional
5682,non functional
38675,non functional
6666,functional
5236,functional
21395,functional
36698,non functional
48142,functional
51286,functional needs repair
42336,functional
31706,non functional
3345,functional needs repair
47932,non functional
31478,functional
9532,functional
73761,functional needs repair
56671,non functional
68926,functional
5948,non functional
50924,functional
54124,functional
49803,functional
45943,functional needs repair
9416,functional needs repair
64344,non functional
18984,non functional
20418,functional
18771,non functional
16973,non functional
44237,non functional
66917,functional needs repair
53267,functional
60301,non functional
18067,functional
24561,non functional
45213,functional
24003,functional
67407,functional
21502,non functional
69897,non functional
57803,non functional
73759,functional
73907,functional
45239,functional
25764,functional
29024,functional needs repair
62429,non functional
5050,non functional
50797,functional
33439,non functional
50003,functional
71083,non functional
21851,non functional
156,functional needs repair
26070,functional
70845,functional
64391,non functional
40193,functional
42472,functional
24140,functional needs repair
17980,functional
44033,functional
60837,non functional
60934,functional
59198,functional
73351,functional
27179,functional
38268,functional
64822,non functional
67220,non functional
14858,non functional
5405,functional
41873,functional
35681,functional
28014,functional
60882,functional needs repair
37197,functional
56169,non functional
40819,functional needs repair
47268,functional
25093,non functional
28902,non functional
2647,functional
49267,functional
51138,functional
33337,functional needs repair
43335,non functional
12859,functional
2376,non functional
26685,functional
67230,functional needs repair
